,_id,Date Time,profile,company,Location,Start Date,Stipend,Duration,Apply by Date,Offer,Skills and Perks
905,5f9fbd5a9ab4cb82f82fd731,2020-11-02 13:33:36,Graphic Design,Nine Two Nine Forex Private Limited,Delhi,Immediately, 7000 /month,2 Months,11 Nov' 20,Internship,"[""Adobe Photoshop"",""CorelDRAW"",""Adobe Photoshop Lightroom CC"",""Certificate"","" Letter of recommendation""]"
906,5f9fbd5a9ab4cb82f82fd732,2020-11-02 13:33:38,Business Development (Sales),Ritvi Innovations Private Limited,Noida,Immediately, 7000 /month,3 Months,11 Nov' 20,Internship with job offer,"[""MS-Office"",""MS-Word"",""MS-PowerPoint"",""MS-Excel"",""Certificate"","" Letter of recommendation"","" Job offer""]"
907,5f9fbd5b9ab4cb82f82fd733,2020-11-02 13:33:38,Videography,Dalmia Designer India Private Limited,Delhi,Immediately, 6000 /month,3 Months,11 Nov' 20,Internship,"[""Certificate"","" Letter of recommendation""]"
908,5f9fbd5c9ab4cb82f82fd734,2020-11-02 13:33:39,Flutter Application Development (Full Stack),Sidangel Fund,Delhi,Immediately, 20000 /month,6 Months,11 Nov' 20,Internship with job offer,"[""Java"",""JavaScript"",""Flutter"",""Certificate"","" Letter of recommendation"","" Job offer""]"
909,5f9fbd5d9ab4cb82f82fd735,2020-11-02 13:33:40,Desktop Support,Tech2Globe Web Solutions LLP,Delhi,Immediately, 5000 /month,6 Months,11 Nov' 20,Internship,[]
910,5f9fbd5e9ab4cb82f82fd736,2020-11-02 13:33:41,Web Development,AEMS Technologies,Delhi,Immediately, 8000 /month,4 Months,11 Nov' 20,Internship with job offer,"[""PHP"",""HTML"",""CSS"",""JavaScript"",""jQuery"",""WordPress"",""Bootstrap"",""CodeIgniter"",""Certificate"","" Letter of recommendation"","" Flexible work hours"","" Informal dress code"","" Job offer""]"
911,5f9fbd5e9ab4cb82f82fd737,2020-11-02 13:33:42,Business Development (Sales),Center Of Digital Excellence Private Limited,Delhi,Immediately, 5000 /month,3 Months,11 Nov' 20,Internship,"[""Certificate""]"
912,5f9fbd5f9ab4cb82f82fd738,2020-11-02 13:33:42,Content Writing,Dailypit Technologies India Private Limited,Delhi,Immediately, 7000-12000 /month,3 Months,11 Nov' 20,Internship,"[""Certificate"","" Letter of recommendation""]"
913,5f9fbd639ab4cb82f82fd739,2020-11-02 13:33:46,Social Media Marketing,Chimpandz Media LLP,Delhi,Immediately, 6000 /month,3 Months,11 Nov' 20,Internship,"[""Certificate"","" 5 days a week""]"
914,5f9fbd639ab4cb82f82fd73a,2020-11-02 13:33:47,Human Resources (HR),Sunstone Education Technology Private Limited,Gurgaon,Immediately, 10000-15000 /month,3 Months,11 Nov' 20,Internship,"[""Recruitment"",""Certificate"","" Letter of recommendation"","" Informal dress code""]"
915,5f9fbd649ab4cb82f82fd73b,2020-11-02 13:33:47,Data Entry,TestprepKart,Delhi,Immediately, 5000 /month,3 Months,11 Nov' 20,Internship with job offer,"[""MS-Office"",""MS-Excel"",""Certificate"","" Letter of recommendation"","" 5 days a week"","" Job offer""]"
916,5f9fbd659ab4cb82f82fd73c,2020-11-02 13:33:48,Media & Public Relations (PR),PPR Networks,Delhi,Immediately, 5000 /month,3 Months,11 Nov' 20,Internship,"[""Certificate"","" Letter of recommendation"","" Informal dress code"","" 5 days a week"","" Free snacks & beverages""]"
917,5f9fbd669ab4cb82f82fd73d,2020-11-02 13:33:49,Copywriting,Yellow Straw Advertising,Noida,Immediately, 3500 /month,4 Months,11 Nov' 20,Internship with job offer,"[""English Proficiency (Spoken)"",""English Proficiency (Written)"",""Certificate"","" Letter of recommendation"","" 5 days a week"","" Job offer""]"
918,5f9fbd679ab4cb82f82fd73e,2020-11-02 13:33:50,Business Development (Sales),International Youth Club,Delhi,Immediately, 8000-12000 /month,3 Months,11 Nov' 20,Internship with job offer,"[""English Proficiency (Spoken)"",""Certificate"","" Informal dress code"","" Job offer""]"
919,5f9fbd689ab4cb82f82fd73f,2020-11-02 13:33:51,Graphic Design,CareerMate,Noida,Immediately, 10000 /month,6 Months,11 Nov' 20,Internship,"[""Certificate"","" Letter of recommendation"","" Flexible work hours"","" Informal dress code"","" 5 days a week"","" Free snacks & beverages""]"
920,5f9fbd699ab4cb82f82fd740,2020-11-02 13:33:52,Business Development (Sales),ZunRoof Tech Private Limited,Gurgaon,Immediately, 10000-15000 /month,3 Months,11 Nov' 20,Internship,"[""Certificate"","" Letter of recommendation"","" Informal dress code""]"
921,5f9fbd699ab4cb82f82fd741,2020-11-02 13:33:53,Business Development (Sales),Highway Delite,Faridabad,Immediately, 2000 /month,3 Months,11 Nov' 20,Internship,"[""MS-Excel"",""English Proficiency (Spoken)"",""Hindi Proficiency (Spoken)"",""Certificate""]"
922,5f9fbd6a9ab4cb82f82fd742,2020-11-02 13:33:53,Digital Marketing,BASCA Motor Works LLP,Gurgaon,Immediately, 6000 /month +  Incentives,3 Months,11 Nov' 20,Internship,"[""Certificate"","" Letter of recommendation"","" Informal dress code"","" 5 days a week""]"
923,5f9fbd6c9ab4cb82f82fd743,2020-11-02 13:33:54,Content Writing,Uni Square Concepts,Delhi,Immediately, 3000 /month,4 Months,11 Nov' 20,Internship,"[""Certificate""]"
924,5f9fbd6d9ab4cb82f82fd744,2020-11-02 13:33:56,Business Development (Sales),Blupp Infotech Private Limited,Delhi,Immediately, 7500 /month,3 Months,11 Nov' 20,Internship,"[""English Proficiency (Spoken)"",""English Proficiency (Written)"",""Certificate"","" Letter of recommendation""]"
925,5f9fbd6d9ab4cb82f82fd745,2020-11-02 13:33:57,Operations,Funnearn,Delhi,Immediately, 8000-10000 /month,3 Months,11 Nov' 20,Internship with job offer,"[""MS-Office"",""English Proficiency (Spoken)"",""English Proficiency (Written)"",""Certificate"","" Letter of recommendation"","" Job offer""]"
926,5f9fbd6e9ab4cb82f82fd746,2020-11-02 13:33:57,Web Development,Infoity,Delhi,Immediately, 10000-15000 /month,3 Months,11 Nov' 20,Internship with job offer,"[""PHP"",""C#.NET"",""Power BI"",""Certificate"","" Letter of recommendation"","" Informal dress code"","" Job offer""]"
927,5f9fbd6f9ab4cb82f82fd747,2020-11-02 13:33:58,Digital Marketing,INGLU,Delhi,Immediately, 2000 /month,2 Months,11 Nov' 20,Internship with job offer,"[""Certificate"","" Letter of recommendation"","" Flexible work hours"","" Informal dress code"","" 5 days a week"","" Job offer""]"
928,5f9fbd709ab4cb82f82fd748,2020-11-02 13:33:59,Operations,Elite Indian Wedding,Gurgaon,Immediately, 5000 /month,3 Months,11 Nov' 20,Internship with job offer,"[""MS-Word"",""MS-PowerPoint"",""Salesforce"",""Facebook Marketing"",""MS-Excel"",""Client Relationship"",""English Proficiency (Spoken)"",""English Proficiency (Written)"",""Certificate"","" Letter of recommendation"","" Informal dress code"","" Job offer""]"
929,5f9fbd709ab4cb82f82fd749,2020-11-02 13:34:00,Sales,DoorTask,Delhi,Immediately, 10000-15000 /month,3 Months,11 Nov' 20,Internship,"[""Certificate"","" Letter of recommendation"","" Informal dress code""]"
930,5f9fbd719ab4cb82f82fd74a,2020-11-02 13:34:00,Volunteering,Hamari Udaan,Delhi,Immediately, 3000 /month,2 Months,11 Nov' 20,Internship,"[""Certificate"","" Letter of recommendation"","" Flexible work hours""]"
931,5f9fbd729ab4cb82f82fd74b,2020-11-02 13:34:01,Finance,Qualicentric LLP,Delhi,Immediately, 7000 /month,3 Months,11 Nov' 20,Internship with job offer,"[""Certificate"","" Informal dress code"","" Job offer""]"
932,5f9fbd739ab4cb82f82fd74c,2020-11-02 13:34:02,Video Making/Editing,MADPRO MEDIA,Delhi,Immediately, 15000 /month,2 Months,11 Nov' 20,Internship,"[""Video Editing"",""Video Making"",""Certificate"","" Letter of recommendation"","" Flexible work hours"","" Informal dress code"","" 5 days a week""]"
933,5f9fbd749ab4cb82f82fd74d,2020-11-02 13:34:03,Digital Marketing,Get Me Rank,Noida,Immediately, 8000 /month,3 Months,11 Nov' 20,Internship with job offer,"[""Digital Marketing"",""Google AdWords"",""MS-Excel"",""Certificate"","" Job offer""]"
934,5f9fbd759ab4cb82f82fd74e,2020-11-02 13:34:04,Accounts,RAJIV KUMAR,Delhi,Immediately, 5000 /month,6 Months,11 Nov' 20,Internship,"[""Accounting"",""MS-Excel""]"
935,5f9fbd769ab4cb82f82fd74f,2020-11-02 13:34:05,Graphic Design,Media India Group,Delhi,Immediately, 6000 /month,3 Months,11 Nov' 20,Internship with job offer,"[""Adobe Photoshop"",""Adobe Illustrator"",""Final Cut Pro"",""Adobe Creative Suite"",""Adobe Indesign"",""Certificate"","" Letter of recommendation"","" Job offer""]"
936,5f9fbd769ab4cb82f82fd750,2020-11-02 13:34:06,Subject Matter Expert (Mathematics),Dimentics Info Tech Private Limited,Delhi,Immediately, 12000-14000 /month,3 Months,11 Nov' 20,Internship,"[""MS-Word"",""Mathematics"",""English Proficiency (Written)"",""Certificate"","" Letter of recommendation"","" Flexible work hours"","" Informal dress code"","" 5 days a week""]"
937,5f9fbd779ab4cb82f82fd751,2020-11-02 13:34:06,Electrical Engineering,LEONITE Labs Private Limited,Faridabad,Immediately, 5500 /month +  Incentives,3 Months,11 Nov' 20,Internship with job offer,"[""SolidWorks"",""Algorithms"",""Circuit Design"",""EAGLE"",""Certificate"","" Letter of recommendation"","" Informal dress code"","" Free snacks & beverages"","" Job offer""]"
938,5f9fbd789ab4cb82f82fd752,2020-11-02 13:34:07,Graphic Design,Cuzid,Delhi,Immediately, 6000 /month,6 Months,11 Nov' 20,Internship,"[""Digital Marketing"",""Certificate"","" Letter of recommendation"","" Flexible work hours""]"
939,5f9fbd799ab4cb82f82fd753,2020-11-02 13:34:08,Graphic Design,D Third Eye Studio,Noida,Immediately, 5000 /month +  Incentives,6 Months,11 Nov' 20,Internship with job offer,"[""CorelDRAW"",""Adobe Illustrator"",""Adobe Indesign"",""Adobe Photoshop Lightroom CC"",""Certificate"","" Letter of recommendation"","" Informal dress code"","" Job offer""]"
940,5f9fbd7a9ab4cb82f82fd754,2020-11-02 13:34:09,Software Implementation,Apeejay Stya Group,Gurgaon,Immediately, 25000 /month,6 Months,11 Nov' 20,Internship,"[""Certificate"","" Letter of recommendation"","" Flexible work hours""]"
941,5f9fbd7b9ab4cb82f82fd755,2020-11-02 13:34:10,Content Writing,Euro Parking Services Limited,Faridabad,Immediately, 6000 /month,6 Months,2 Dec' 20,Internship,"[""Certificate"","" Letter of recommendation""]"
942,5f9fbd7c9ab4cb82f82fd756,2020-11-02 13:34:11,Digital Marketing,Goswole India LLP,Delhi,Immediately, 10000 /month,2 Months,11 Nov' 20,Internship with job offer,"[""Social Media Marketing"",""Adobe Photoshop"",""Google AdWords"",""Facebook Marketing"",""Email Marketing"",""Instagram Marketing"",""Certificate"","" Letter of recommendation"","" 5 days a week"","" Free snacks & beverages"","" Job offer""]"
943,5f9fbd7d9ab4cb82f82fd757,2020-11-02 13:34:12,Video Making/Editing,Educreatures,Delhi,Immediately, 5000-10000 /month,2 Months,11 Nov' 20,Internship,"[""Letter of recommendation"","" Flexible work hours""]"
944,5f9fbd7e9ab4cb82f82fd758,2020-11-02 13:34:13,Web Development,Putatoe Technologies Private Limited,Delhi,Immediately, 2000 /month,6 Months,11 Nov' 20,Internship with job offer,"[""CSS"",""JavaScript"",""Python"",""SQL"",""Bootstrap"",""SQLite"",""REST API"",""Flask"",""Certificate"","" Flexible work hours"","" Job offer""]"
945,5f9fbd7f9ab4cb82f82fd759,2020-11-02 13:34:14,Video Making/Editing,Sociopool Media Private Limited,Delhi,Immediately, 5000-10000 /month,3 Months,11 Nov' 20,Internship,"[""Adobe Photoshop"",""Adobe Illustrator"",""Adobe After Effects"",""Certificate"","" Letter of recommendation"","" Flexible work hours"","" Informal dress code""]"
946,5f9fbd7f9ab4cb82f82fd75a,2020-11-02 13:34:15,Business Development (Sales),myfollo,Gurgaon,Immediately, 5000 /month,3 Months,11 Nov' 20,Internship,"[""Data Analytics"",""Certificate"","" Flexible work hours"","" Informal dress code""]"
947,5f9fbd809ab4cb82f82fd75b,2020-11-02 13:34:15,Web Development,Last Bootcamp,Delhi,Immediately, 5000 /month,3 Months,11 Nov' 20,Internship,"[""CSS"",""JavaScript"",""Node.js"",""ReactJS"",""Certificate"","" Letter of recommendation"","" Flexible work hours""]"
948,5f9fbd819ab4cb82f82fd75c,2020-11-02 13:34:16,Digital Marketing,MadGorilla Private Limited,Delhi,Immediately, 10000 /month,2 Months,11 Nov' 20,Internship,"[""Social Media Marketing"",""Digital Marketing"",""English Proficiency (Written)"",""Certificate"","" Letter of recommendation"","" Flexible work hours"","" Informal dress code""]"
949,5f9fbd829ab4cb82f82fd75d,2020-11-02 13:34:17,Marketing,myfollo,Gurgaon,Immediately, 5000 /month,3 Months,11 Nov' 20,Internship,"[""Certificate"","" Flexible work hours"","" Informal dress code""]"
950,5f9fbd839ab4cb82f82fd75e,2020-11-02 13:34:18,Business Development (Sales),myfollo,Gurgaon,Immediately, 5000 /month,3 Months,11 Nov' 20,Internship,"[""Data Analytics"",""Certificate"","" Flexible work hours"","" Informal dress code""]"
951,5f9fbd839ab4cb82f82fd75f,2020-11-02 13:34:19,Graphic Design,Audit By Vaishali,Faridabad,Immediately, 10000-15000 /month,2 Months,11 Nov' 20,Internship,"[""Adobe Premiere Pro""]"
952,5f9fbd849ab4cb82f82fd760,2020-11-02 13:34:19,Human Resources (HR),MyGoldenCare,Delhi,Immediately, 5000-10000 /month,3 Months,11 Nov' 20,Internship,"[""MS-Word"",""MS-Excel"",""English Proficiency (Spoken)"",""Hindi Proficiency (Spoken)"",""Hindi Proficiency(Written)"",""Certificate""]"
953,5f9fbd889ab4cb82f82fd761,2020-11-02 13:34:23,Graphic Design,Goswole India LLP,Delhi,Immediately, 10000 lump sum,2 Months,11 Nov' 20,Internship with job offer,"[""Adobe Photoshop"",""Adobe Illustrator"",""Certificate"","" 5 days a week"","" Free snacks & beverages"","" Job offer""]"
954,5f9fbd889ab4cb82f82fd762,2020-11-02 13:34:24,Dietitian/Nutritionist,Mediskool,Gurgaon,Immediately, 10000-15000 /month,5 Months,11 Nov' 20,Internship,"[""Certificate"","" Letter of recommendation""]"
955,5f9fbd899ab4cb82f82fd763,2020-11-02 13:34:24,PHP Laravel Development,StarClinch,Delhi,Immediately, 5000 /month,3 Months,11 Nov' 20,Internship with job offer,"[""PHP"",""MySQL"",""JavaScript"",""CodeIgniter"",""LARAVEL"",""Certificate"","" Letter of recommendation"","" Informal dress code"","" Job offer""]"
956,5f9fbd8a9ab4cb82f82fd764,2020-11-02 13:34:25,3ds Max Interior Styling,Letters To Neet,Delhi,Immediately, 15000 /month,2 Months,11 Nov' 20,Internship with job offer,"[""3ds Max"",""Certificate"","" Letter of recommendation"","" Flexible work hours"","" Informal dress code"","" 5 days a week"","" Free snacks & beverages"","" Job offer""]"
957,5f9fbd8b9ab4cb82f82fd765,2020-11-02 13:34:26,Digital Marketing,Digitalberge,Noida,Immediately, 5000 /month,3 Months,11 Nov' 20,Internship with job offer,"[""English Proficiency (Spoken)"",""English Proficiency (Written)"",""Certificate"","" Letter of recommendation"","" Flexible work hours"","" Informal dress code"","" 5 days a week"","" Job offer""]"
958,5f9fbd8b9ab4cb82f82fd766,2020-11-02 13:34:27,Human Resources (HR),RBCL Piletech Infra,Gurgaon,Immediately, 5000 /month,6 Months,11 Nov' 20,Internship,"[""Digital Marketing"",""Certificate"","" Letter of recommendation""]"
959,5f9fbd8c9ab4cb82f82fd767,2020-11-02 13:34:27,Marketing,Shri Devi Trading Co.,Faridabad,Immediately, 7000 /month,6 Months,11 Nov' 20,Internship with job offer,"[""MS-Office"",""MS-Word"",""MS-Excel"",""Certificate"","" Job offer""]"
960,5f9fbd8d9ab4cb82f82fd768,2020-11-02 13:34:28,Business Development (Sales),Owl Prints,Delhi,Immediately, 2000 /month,3 Months,11 Nov' 20,Internship,"[""Social Media Marketing"",""English Proficiency (Spoken)"",""English Proficiency (Written)"",""Certificate""]"
961,5f9fbd8e9ab4cb82f82fd769,2020-11-02 13:34:29,Psychology,The Mind & Wellness Studio,Delhi,Immediately, 2000 /month,2 Months,11 Nov' 20,Internship,"[""English Proficiency (Spoken)"",""English Proficiency (Written)"",""Certificate"","" Letter of recommendation""]"
962,5f9fbd8f9ab4cb82f82fd76a,2020-11-02 13:34:30,Digital Marketing,AEMS Technologies,Delhi,Immediately, 7000-12000 /month,4 Months,11 Nov' 20,Internship with job offer,"[""Social Media Marketing"",""Search Engine Marketing (SEM)"",""Digital Marketing"",""Search Engine Optimization (SEO)"",""Creative Writing"",""Certificate"","" Letter of recommendation"","" Flexible work hours"","" Informal dress code"","" Job offer""]"
963,5f9fbd8f9ab4cb82f82fd76b,2020-11-02 13:34:31,Web Development,Anthem IT,Delhi,Immediately, 4000 /month,2 Months,11 Nov' 20,Internship,"[""PHP"",""Certificate"","" Letter of recommendation"","" Flexible work hours"","" 5 days a week""]"
964,5f9fbd909ab4cb82f82fd76c,2020-11-02 13:34:31,3D Motion Graphics,LOM Digital,Gurgaon,Immediately, 30000 /month,6 Months,11 Nov' 20,Internship,"[""Adobe Photoshop"",""Adobe Illustrator"",""Adobe Premiere Pro"",""3ds Max"",""Adobe After Effects"",""Cinema 4D"",""Certificate"","" Letter of recommendation""]"
965,5f9fbd919ab4cb82f82fd76d,2020-11-02 13:34:32,Telecalling (Blended Process),Quadra Services,Gurgaon,Immediately, 8000-15000 /month,6 Months,11 Nov' 20,Internship,"[""Certificate"","" Letter of recommendation""]"
966,5f9fbd929ab4cb82f82fd76e,2020-11-02 13:34:33,Web Development,CETPA Infotech Private Limited,Delhi,Nothing, 10000 /month,6 Months,11 Nov' 20,Internship,"[""Java"",""Python"",""Letter of recommendation""]"
967,5f9fbd939ab4cb82f82fd76f,2020-11-02 13:34:34,Web Development,Blue Berry E-Services Private Limited,Delhi,Immediately, 7000-12000 /month,6 Months,11 Nov' 20,Internship,"[""Java"",""MySQL"",""HTML"",""CSS"",""JavaScript"",""J2EE"",""Hibernate (Java)"",""Spring MVC"",""REST API"",""Certificate"","" Letter of recommendation"","" Flexible work hours"","" Informal dress code"","" 5 days a week""]"
968,5f9fbd939ab4cb82f82fd770,2020-11-02 13:34:35,Business Development (Sales),Plush Ink,Gurgaon,Immediately, 4500 /month +  Incentives,3 Months,11 Nov' 20,Internship,"[""Certificate"","" Letter of recommendation""]"
969,5f9fbd949ab4cb82f82fd771,2020-11-02 13:34:35,.NET Development,GoForPost,Delhi,Immediately, 2000-4000 /month,6 Months,11 Nov' 20,Internship,"[""Certificate""]"
970,5f9fbd959ab4cb82f82fd772,2020-11-02 13:34:36,Human Resources (HR),XCRINO Business Solutions,Delhi,Immediately, 5000 /month,6 Months,11 Nov' 20,Internship,"[""Certificate"","" Letter of recommendation"","" Flexible work hours"","" Informal dress code"","" 5 days a week"","" Free snacks & beverages""]"
971,5f9fbd969ab4cb82f82fd773,2020-11-02 13:34:37,Influencer Marketing,Gadgets Geek India,Delhi,Immediately, 8000-10000 /month,3 Months,11 Nov' 20,Internship with job offer,"[""Digital Marketing"",""English Proficiency (Spoken)"",""English Proficiency (Written)"",""Certificate"","" Letter of recommendation"","" Informal dress code"","" Job offer""]"
972,5f9fbd979ab4cb82f82fd774,2020-11-02 13:34:38,Graphic Design,Fin Ladder,Delhi,Immediately, 6000 /month,3 Months,11 Nov' 20,Internship,"[""Adobe Photoshop"",""Video Editing"",""Adobe Premiere Pro"",""Certificate"","" Letter of recommendation"","" Flexible work hours"","" Informal dress code""]"
973,5f9fbd989ab4cb82f82fd775,2020-11-02 13:34:39,Mobile App Development,Techoon Software Solutions,Delhi,Immediately, 15000 /month,2 Months,11 Nov' 20,Internship with job offer,"[""Certificate"","" Letter of recommendation"","" Flexible work hours"","" Informal dress code"","" 5 days a week"","" Job offer""]"
974,5f9fbd999ab4cb82f82fd776,2020-11-02 13:34:40,Business Development (Sales),BAE,Gurgaon,Immediately, 2000 /month,2 Months,11 Nov' 20,Internship with job offer,"[""Instagram Marketing"",""Certificate"","" Letter of recommendation"","" Flexible work hours"","" Informal dress code"","" Job offer""]"
975,5f9fbd999ab4cb82f82fd777,2020-11-02 13:34:41,Social Media Marketing,Kalidioscope,Delhi,Immediately, 5000-8000 /month,3 Months,11 Nov' 20,Internship with job offer,"[""Social Media Marketing"",""MS-Office"",""Blogging"",""Digital Marketing"",""Facebook Marketing"",""English Proficiency (Spoken)"",""English Proficiency (Written)"",""Certificate"","" Letter of recommendation"","" Flexible work hours"","" Informal dress code"","" Job offer""]"
976,5f9fbd9a9ab4cb82f82fd778,2020-11-02 13:34:41,Video Making/Editing,Uni Square Concepts,Delhi,Immediately, 3000 /month,3 Months,11 Nov' 20,Internship,"[""Certificate"","" Free snacks & beverages""]"
977,5f9fbd9b9ab4cb82f82fd779,2020-11-02 13:34:42,Human Resources (HR),Uni Square Concepts,Delhi,Immediately, 3000 /month,3 Months,11 Nov' 20,Internship,"[""Certificate"","" Free snacks & beverages""]"
978,5f9fbd9c9ab4cb82f82fd77a,2020-11-02 13:34:43,Digital Marketing,Uni Square Concepts,Delhi,Immediately, 3000 /month,3 Months,11 Nov' 20,Internship,"[""Certificate"","" Free snacks & beverages""]"
979,5f9fbd9d9ab4cb82f82fd77b,2020-11-02 13:34:44,Social Media Marketing,Uni Square Concepts,Delhi,Immediately, 3000 /month,3 Months,11 Nov' 20,Internship,"[""Certificate"","" Free snacks & beverages""]"
980,5f9fbd9e9ab4cb82f82fd77c,2020-11-02 13:34:45,Graphic Design,Uni Square Concepts,Delhi,Immediately, 3000 /month,3 Months,11 Nov' 20,Internship,"[""Certificate"","" Free snacks & beverages""]"
981,5f9fbd9e9ab4cb82f82fd77d,2020-11-02 13:34:46,Content Writing,Edutech Multimedia,Delhi,Immediately, 4000 /month,3 Months,11 Nov' 20,Internship,"[""English Proficiency (Written)"",""Certificate"","" Letter of recommendation"","" Flexible work hours"","" Informal dress code""]"
982,5f9fbd9f9ab4cb82f82fd77e,2020-11-02 13:34:46,Digital Marketing,Connexial Fintech Private Limited,Noida,Immediately, 7000-8500 /month,3 Months,11 Nov' 20,Internship,"[""Certificate"","" Informal dress code"","" 5 days a week"","" Free snacks & beverages""]"
983,5f9fbda09ab4cb82f82fd77f,2020-11-02 13:34:47,Business Development (Sales),Vision Plus Properties,Faridabad,Immediately, 5000 /month,6 Months,11 Nov' 20,Internship,"[""Certificate"","" Letter of recommendation"","" Informal dress code"","" Free snacks & beverages""]"
984,5f9fbda19ab4cb82f82fd780,2020-11-02 13:34:48,Research Analyst,RNCOS E Services Private Limited,Noida,Immediately, 6000 /month,3 Months,11 Nov' 20,Internship,"[""MS-Word"",""MS-Excel"",""Certificate""]"
985,5f9fbda19ab4cb82f82fd781,2020-11-02 13:34:49,Teaching,Youth Empowerment Foundation,Delhi,Immediately,Unpaid,2 Months,11 Nov' 20,Internship,"[""Certificate"","" Flexible work hours"","" Informal dress code"","" Free snacks & beverages""]"
986,5f9fbda29ab4cb82f82fd782,2020-11-02 13:34:49,Photography,Youth Empowerment Foundation,Delhi,Immediately,Unpaid,2 Months,11 Nov' 20,Internship,"[""Certificate"","" Flexible work hours"","" Informal dress code"","" Free snacks & beverages""]"
987,5f9fbda39ab4cb82f82fd783,2020-11-02 13:34:50,Digital Marketing,NutanTek Solutions LLP,Ghaziabad,Immediately, 4000 /month,6 Months,10 Nov' 20,Internship,"[""Social Media Marketing"",""MS-PowerPoint"",""Facebook Marketing"",""Video Making"",""Certificate"","" Letter of recommendation"","" Flexible work hours"","" Free snacks & beverages""]"
988,5f9fbda49ab4cb82f82fd784,2020-11-02 13:34:51,Customer Relationship,Itzeazy,Faridabad,Immediately, 10000 /month,6 Months,10 Nov' 20,Internship,"[""English Proficiency (Spoken)"",""English Proficiency (Written)"",""Certificate"","" Letter of recommendation"","" Flexible work hours""]"
989,5f9fbda59ab4cb82f82fd785,2020-11-02 13:34:52,Inside Sales,UPHILL HR Services,Noida,Immediately, 20000-25000 /month,3 Months,10 Nov' 20,Internship with job offer,"[""Certificate"","" Letter of recommendation"","" Informal dress code"","" 5 days a week"","" Job offer""]"
990,5f9fbda69ab4cb82f82fd786,2020-11-02 13:34:53,Telecalling,Behind The Screens,Delhi,Immediately, 8000 /month,3 Months,10 Nov' 20,Internship,"[""English Proficiency (Spoken)"",""English Proficiency (Written)"",""Certificate"","" Letter of recommendation"","" Flexible work hours"","" Informal dress code"","" Free snacks & beverages""]"
991,5f9fbda79ab4cb82f82fd787,2020-11-02 13:34:54,Business Development (Sales),Madman Technologies,Noida,Immediately, 13000-15000 /month,6 Months,10 Nov' 20,Internship with job offer,"[""Certificate"","" Letter of recommendation"","" Flexible work hours"","" Job offer""]"
992,5f9fbda89ab4cb82f82fd788,2020-11-02 13:34:55,Human Resources (HR),Learnix Edutech,Noida,Immediately, 10000 /month,6 Months,10 Nov' 20,Internship with job offer,"[""Certificate"","" Flexible work hours"","" Job offer""]"
993,5f9fbdaa9ab4cb82f82fd789,2020-11-02 13:34:57,Human Resources (HR),Learnix Edutech,Noida,Immediately, 10000 /month,6 Months,10 Nov' 20,Internship with job offer,"[""Certificate"","" Flexible work hours"","" Job offer""]"
994,5f9fbdab9ab4cb82f82fd78a,2020-11-02 13:34:58,Content Writing,Isourse,Delhi,Immediately, 10000 /month,6 Months,10 Nov' 20,Internship,[]
995,5f9fbdac9ab4cb82f82fd78b,2020-11-02 13:34:59,Social Media Marketing,D Third Eye Studio,Noida,Immediately, 7000 /month,6 Months,10 Nov' 20,Internship with job offer,"[""Facebook Marketing"",""Instagram Marketing"",""Certificate"","" Letter of recommendation"","" Informal dress code"","" Job offer""]"
996,5f9fbdad9ab4cb82f82fd78c,2020-11-02 13:35:00,Photography,D Third Eye Studio,Noida,Immediately, 5000-8000 /month,6 Months,10 Nov' 20,Internship with job offer,"[""Photography"",""Certificate"","" Letter of recommendation"","" Informal dress code"","" Job offer""]"
997,5f9fbdad9ab4cb82f82fd78d,2020-11-02 13:35:01,Business Development (Sales),APVM Electronics Private Limited,Delhi,Immediately, 7000-13000 /month,2 Months,10 Nov' 20,Internship,"[""MS-Office"",""English Proficiency (Spoken)"",""Certificate"","" Letter of recommendation"","" Flexible work hours"","" Informal dress code"","" 5 days a week"","" Free snacks & beverages""]"
998,5f9fbdae9ab4cb82f82fd78e,2020-11-02 13:35:01,Product Analyst,Mukul Khurana,Delhi,Immediately, 7000 /month,2 Months,10 Nov' 20,Internship,"[""Google Analytics"",""SQL"",""Data Analytics"",""Certificate"","" Letter of recommendation"","" Flexible work hours"","" Informal dress code""]"
999,5f9fbdaf9ab4cb82f82fd78f,2020-11-02 13:35:02,UI/UX Design,Mukul Khurana,Delhi,Immediately, 7000 /month,2 Months,10 Nov' 20,Internship,"[""Adobe Illustrator"",""UI & UX Design"",""Sketch"",""Figma"",""Certificate"","" Letter of recommendation"","" Flexible work hours"","" Informal dress code""]"
1000,5f9fbdb09ab4cb82f82fd790,2020-11-02 13:35:03,Operations,CDC International,Faridabad,Immediately, 5000-6000 /month,6 Months,10 Nov' 20,Internship,"[""English Proficiency (Spoken)"",""English Proficiency (Written)"",""Certificate"","" Flexible work hours"","" Informal dress code""]"
1001,5f9fbdb19ab4cb82f82fd791,2020-11-02 13:35:04,Digital Marketing,VG4 SPACE SOLUTIONS PRIVATE LIMITED,Delhi,Immediately, 7000 /month,2 Months,10 Nov' 20,Internship with job offer,"[""Certificate"","" Job offer""]"
